ID,DENOM,TIPO,N_EDIZ,DESCRIZ,DATA_IN,ORA_IN,DATA_FINE,ORA FINE,ANNO,PROV,ISTAT,COMUNE,TOPONIMO,INDIRIZZO,CIVICO,CAP,SOMMINIS,SITO_WEB,NOME_ORG,PROGRAMMA,GEN_AUTOMATICA_PROGRAMMA,GEO_X,GEO_Y,location
19046,PEDENA ROCK,Sagra,6,Manifestazione di carattere ricreativo,03/08/2024,16:00,04/08/2024,23:59,2024,BS,017100,MALEGNO,LOCALITA',PEDENA,25053,25053,S,,Associazione E20 Malegno,https://www.procedimenti.servizirl.it/sagre/public/programma/19046,NO,10.2728852,45.95909061,POINT (10.2728852 45.95909061)
20030,TORNEO DI CALCIO,Sagra,1,,24/06/2024,19:00,24/06/2024,23:00,2024,BS,017117,NAVE,VIA,SAN FRANCESCO,22,25075,S,,ANA Gruppo Nave,https://www.procedimenti.servizirl.it/sagre/public/programma/20030,SI,10.27636543,45.58044682,POINT (10.27636543 45.58044682)
18535,24 ORE DI CALCIO,Sagra,2024,,21/06/2024,00:00,22/06/2024,23:59,2024,BS,017174,SAREZZO,VIA,MORETTO,,25068,S,,GUERINI PIERANGELO,https://www.procedimenti.servizirl.it/sagre/public/programma/18535,NO,10.18701916,45.67271749,POINT (10.18701916 45.67271749)
19639,FESTA DELLA BIRRA,Sagra,1,,30/05/2024,16:00,03/06/2024,23:30,2024,CR,019109,TRESCORE CREMASCO,VIALE,RISORGIMENTO,,26017,S,,PIACENTINI STEFANO,https://www.procedimenti.servizirl.it/sagre/public/programma/19639,SI,9.61686143,45.40001386,POINT (9.61686143 45.40001386)
18761,FESTA DELL'ORATORIO,Sagra,1,festa oratorio,06/06/2024,19:00,09/06/2024,23:30,2024,BS,017123,OME,VIA,PROVINCIALE,25050,25050,S,,DON LUCIANO BIANCHI,https://www.procedimenti.servizirl.it/sagre/public/programma/18761,NO,10.12201992,45.62240365,POINT (10.12201992 45.62240365)
18245,HOPYSEY,Fiera,0,,08/12/2024,00:00,08/12/2024,23:59,2024,BS,017085,ISEO,PIAZZA,GARIBALDI,25049,25049,N,,ASSOCIAZIONE HOPYSEY,https://www.procedimenti.servizirl.it/sagre/public/programma/18245,SI,10.04892482,45.65979092,POINT (10.04892482 45.65979092)
19496,SAGRA DI SAN ROCCO,Sagra,40,TORNEO DI CALCETTO E CENA A BASE DI PRODOTTI TIPICI,14/08/2024,12:00,18/08/2024,23:59,2024,SO,014030,FUSINE,PARCO,PARROCCHIALE,23010,23010,S,,GRUPPO FUSINE,https://www.procedimenti.servizirl.it/sagre/public/programma/19496,NO,9.7605845,46.10985583,POINT (9.7605845 46.10985583)
18902,FESTIVAL DELLA CARBONARA,Sagra,0,,06/09/2024,00:00,08/09/2024,23:59,2024,MB,108050,VIMERCATE,PIAZZA,UNITÀ D'ITALIA,,20871,S,,Tipico Eventi srl,https://www.procedimenti.servizirl.it/sagre/public/programma/18902,SI,9.37021655,45.61357861,POINT (9.37021655 45.61357861)
18833,FESTA DEL RUGBY,Sagra,0,,18/07/2024,18:00,28/07/2024,23:59,2024,BS,017081,GUSSAGO,VIA,GRAMSCI,60,25064,S,,GUSSAGO RUGBY CLUB,https://www.procedimenti.servizirl.it/sagre/public/programma/18833,SI,10.16283631,45.5845815,POINT (10.16283631 45.5845815)
18537,TORNEO DI PALLAVOLO,Sagra,2024,,25/06/2024,00:00,20/07/2024,23:59,2024,BS,017174,SAREZZO,VIA,MORETTO,,25068,S,,GUERINI PIERANGELO,https://www.procedimenti.servizirl.it/sagre/public/programma/18537,NO,10.18701916,45.67271749,POINT (10.18701916 45.67271749)
19448,MOSTRA DELLE ASSOCIAZIONI,Sagra,15,MOSTRA MERCATO A SCOPO BENEFICO CON SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,08/12/2024,08:00,08/12/2024,16:59,2024,LC,097046,MANDELLO DEL LARIO,FRAZIONE,MOLINA,SNC,23826,S,,COMUNE DI MANDELLO DEL LARIO,https://www.procedimenti.servizirl.it/sagre/public/programma/19448,SI,9.34456575,45.93777827,POINT (9.34456575 45.93777827)
18684,STREET BOULDER COLICO,Sagra,1,,08/06/2024,08:00,08/06/2024,23:59,2024,LC,097023,COLICO,VIALE,PADANIA,,23823,S,,PRO LOCO COLICO,https://www.procedimenti.servizirl.it/sagre/public/programma/18684,NO,9.37611931,46.13901947,POINT (9.37611931 46.13901947)
19631,CAMMINATA IN ROSA,Sagra,2024,,13/10/2024,08:00,13/10/2024,23:59,2024,VA,012035,CARONNO VARESINO,VIA,VARIE VIE,21040,21040,S,,PRO LOCO CARONNO VARESINO,https://www.procedimenti.servizirl.it/sagre/public/programma/19631,SI,8.82786474,45.74087528,POINT (8.82786474 45.74087528)
18824,FESTA D'AUTUNNO,Sagra,1,DATA ALTERNATIVA AL 20/10/2024,13/10/2024,14:30,13/10/2024,18:00,2024,VA,012047,CASTRONNO,VIA,MONTE GRAPPA,7A,21040,S,,"ASSOCIAZIONE SCUOLA DELL'INFANZIA ""PURICELLI-COMBI""",https://www.procedimenti.servizirl.it/sagre/public/programma/18824,SI,8.81291679,45.75008326,POINT (8.81291679 45.75008326)
18492,I VESTITI DELLA MUSICA,Sagra,,Manifestazione culturale,13/04/2024,20:30,13/04/2024,23:30,2024,BS,017176,SELLERO,LOCALITA',FORNACI,,25050,N,,Associazione Culturale Smart,https://www.procedimenti.servizirl.it/sagre/public/programma/18492,NO,10.3244915,46.06638947,POINT (10.3244915 46.06638947)
20585,FESTA DELL'ORATORIO- FESTA DELLA COMUNITÀ,Sagra,3,,06/06/2024,00:00,09/06/2024,23:59,2024,BS,017029,BRESCIA,PIAZZETTA,BETTINSOLI,1,25100,S,,Parrocchia S.Slvestro,https://www.procedimenti.servizirl.it/sagre/public/programma/20585,SI,10.22381404,45.5433414,POINT (10.22381404 45.5433414)
18907,PISTA PATTINAGGIO,Sagra,0,,08/12/2024,00:00,07/01/2025,23:59,2024,MB,108050,VIMERCATE,PIAZZA,MARCONI,,20871,N,,Iuri Mapelli,https://www.procedimenti.servizirl.it/sagre/public/programma/18907,SI,9.3701317,45.61040556,POINT (9.3701317 45.61040556)
20078,FESTA DI SAN MARTINO,Sagra,1,,09/11/2024,00:00,09/11/2024,23:59,2024,MN,020047,QUISTELLO,VIA,C. BATTISTI,46026,46026,S,,CAI QUISTELLO,https://www.procedimenti.servizirl.it/sagre/public/programma/20078,SI,10.99394054,45.00335538,POINT (10.99394054 45.00335538)
20321,FERA DE SANTA PULONIA,Sagra,1,,11/02/2024,08:00,11/02/2024,17:30,2024,SO,014065,TEGLIO,FRAZIONE,NIGOLA,,23036,S,,INCONTRI DI CIVILTA' ODV,https://www.procedimenti.servizirl.it/sagre/public/programma/20321,SI,10.01767114,46.16311629,POINT (10.01767114 46.16311629)
18896,MERCATINI DI S. AMBROGIO,Fiera,NN,,07/12/2024,10:00,08/12/2024,20:00,2024,BS,017065,DARFO BOARIO TERME,VIA,CASTELLO,,25047,S,,PARROCCHIA S. AMBROGIO,https://www.procedimenti.servizirl.it/sagre/public/programma/18896,NO,10.17096729,45.88899897,POINT (10.17096729 45.88899897)
18207,FESTA DI CARNEVALE,Sagra,5,FESTA DI CARNEVALE,03/02/2024,18:00,04/02/2024,03:00,2024,CO,013077,CORRIDO,VIA,VAL REZZO,22010,22010,S,,PROLOCO CORRIDO,https://www.procedimenti.servizirl.it/sagre/public/programma/18207,SI,9.13518426,46.04770644,POINT (9.13518426 46.04770644)
18609,MATTONCINI  AL GIARDINO,Sagra,1,"Esposizione LEGO professionisti, laboratori, giochi e sfide. Conferenza ""LEGO a scuola e autismo"" e spettacolo",20/04/2024,08:00,20/04/2024,23:59,2024,SO,014071,VALDIDENTRO,LOCALITA',POLIFUNZIONALE RASIN,,23038,S,,Libero Giardino APS,https://www.procedimenti.servizirl.it/sagre/public/programma/18609,NO,10.28245165,46.40290389,POINT (10.28245165 46.40290389)
18344,NOTTE DELLE STELLE,Sagra,6,,10/08/2024,17:00,10/08/2024,22:00,2024,MN,020057,SAN GIORGIO BIGARELLO,VIA,CASTELBELFORTE,,46051,S,,Pro Loco LA GHIANDA,https://www.procedimenti.servizirl.it/sagre/public/programma/18344,SI,,,
18156,FIERA  DELLA MADONNINA,Fiera,000,SAGRA RELIGIOSA,02/07/2024,07:00,02/07/2024,17:00,2024,BG,016078,COLERE,LOCALITA',SANTUARIO DELLA MADONNINA,SNC,24020,N,,PARROCCHIA COLERE,https://www.procedimenti.servizirl.it/sagre/public/programma/18156,SI,10.07465014,45.96753216,POINT (10.07465014 45.96753216)
19648,SPIEDO DA  ASPORTO,Sagra,13,,28/01/2024,00:00,28/01/2024,23:59,2024,BS,017125,ORZINUOVI,VIA,GIOTTO,3,25034,S,,GRUPPO ALPINI ORZINUOVI,https://www.procedimenti.servizirl.it/sagre/public/programma/19648,SI,9.9308128,45.396743,POINT (9.9308128 45.396743)
18086,FIERA DI SAN MICHELE,Fiera,ennesima,Fiera di merci varie,29/09/2024,08:00,29/09/2024,18:00,2024,SO,014066,TIRANO,VIA,DIVERSE VIE CITTADINE,23037,23037,S,,Comune di Tirano,https://www.procedimenti.servizirl.it/sagre/public/programma/18086,NO,10.18092504,46.22068895,POINT (10.18092504 46.22068895)
18998,PLIEMAS,Sagra,0,,04/04/2024,10:00,07/04/2024,20:00,2024,SO,014037,LIVIGNO,ZONA,COMPRENSORIO SCIISTICO,,23041,S,,TELEMARK TEAM LIVIGNO,https://www.procedimenti.servizirl.it/sagre/public/programma/18998,NO,10.12867249,46.51837123,POINT (10.12867249 46.51837123)
19405,FIERA DELLA SACRA SPINA,Fiera,529,Installazione di diversi ambulanti lungo le vie centrali del Paese,16/03/2024,14:30,17/03/2024,20:00,2024,BG,016188,SAN GIOVANNI BIANCO,PIAZZA,ALPINI,24015,24015,S,www.sangiovannibianco.org,Enrica Bonzi,https://www.procedimenti.servizirl.it/sagre/public/programma/19405,SI,9.65150838,45.87026173,POINT (9.65150838 45.87026173)
18679,FESTA DI SANT'ANTONIO,Fiera,1,,20/01/2024,17:00,20/01/2024,23:59,2024,LC,097023,COLICO,FRAZIONE,LAGHETTO,,23823,S,,ASSOCIAZIONE AMICI DI LAGHETTO,https://www.procedimenti.servizirl.it/sagre/public/programma/18679,NO,9.356803,46.13399212,POINT (9.356803 46.13399212)
18061,FESTA DEL PRIMO MAGGIO 2023,Sagra,26,Pranzo del 1 maggio e dibattito.,01/05/2024,10:00,01/05/2024,23:59,2024,SO,014052,PONTE IN VALTELLINA,PIAZZALE,"ANTISTANTE CONVITTO COMUNALE, VIA GINNASIO",23026,23026,S,,"Circolo Culturale Autogestito ""Il Forno""",https://www.procedimenti.servizirl.it/sagre/public/programma/18061,SI,9.9920584,46.10760502,POINT (9.9920584 46.10760502)
20386,SAGRA PATRONALE DI SS. PIETRO E PAOLO,Sagra,2,,28/06/2024,00:00,30/06/2024,23:59,2024,SO,014070,TRESIVIO,VIA,CHIOSO,23020,23020,S,,PRO LOCO TRESIVIO,https://www.procedimenti.servizirl.it/sagre/public/programma/20386,NO,9.95059419,46.20004271,POINT (9.95059419 46.20004271)
20393,CASTAGNATA 2024,Sagra,6,CASTAGNATA CON CANTI POPOLARI,16/10/2024,00:00,16/10/2024,23:59,2024,BG,016074,CISANO BERGAMASCO,VIA,DON OMOBONO IMBERTI,2,24034,S,,CORO ANA VAL SAN MARTINO,https://www.procedimenti.servizirl.it/sagre/public/programma/20393,SI,9.46889438,45.74276151,POINT (9.46889438 45.74276151)
18311,NOTTE DI FINE ESTATE,Sagra,5,festa per le vie del Centro con manifestazioni e somministrazione,14/09/2024,18:00,14/09/2024,23:59,2024,BG,016053,CARAVAGGIO,ZONA,CENTRO STORICO,24043,24043,S,,ASSOCIAZIONE CARAVAGGIO VIVA,https://www.procedimenti.servizirl.it/sagre/public/programma/18311,SI,9.65391554,45.4886177,POINT (9.65391554 45.4886177)
18261,FESTA DEI GIOVANI,Sagra,0,,07/06/2024,00:00,09/06/2024,23:59,2024,BS,017085,ISEO,VIALE,REPUBBLICA,25049,25049,S,,PARROCCHIA SANT'ANDREA APOSTOLO,https://www.procedimenti.servizirl.it/sagre/public/programma/18261,SI,10.04791726,45.65876176,POINT (10.04791726 45.65876176)
19733,FESTA AVIS SOAVE,Sagra,2024,"Evento aggregativo di sensibilizzazione, attraverso promozione delle iniziative dell¿Associazione. Animazione musicale e somministrazione alimenti e bevande.",26/07/2024,18:00,29/07/2024,23:59,2024,MN,020045,PORTO MANTOVANO,VIA,NUVOLARI,12-14,46047,S,,Avis Equiparata Comunale di Soave,https://www.procedimenti.servizirl.it/sagre/public/programma/19733,SI,10.7266765,45.1932153,POINT (10.7266765 45.1932153)
18680,CARNEVALISSIMO DI LAGHETTO,Fiera,1,,10/02/2024,12:00,11/02/2024,01:00,2024,LC,097023,COLICO,FRAZIONE,LAGHETTO,,23823,S,,ASSOCIAZIONE AMICI DI LAGHETTO,https://www.procedimenti.servizirl.it/sagre/public/programma/18680,NO,9.356803,46.13399212,POINT (9.356803 46.13399212)
18611,DIDENTRO NATURA,Sagra,5,GIORNATA DEDICATA ALLA RACCOLTA E TUTELA DELL'AMBIENTE.  - PRANZO,28/04/2024,07:00,28/04/2024,13:59,2024,SO,014071,VALDIDENTRO,LOCALITA',RASIN,23038,23038,S,,GIOVENTU' ISOLACCIA,https://www.procedimenti.servizirl.it/sagre/public/programma/18611,NO,10.31450879,46.48642655,POINT (10.31450879 46.48642655)
18174,VIVI SALA D'ESTATE,Sagra,3,PRESSO L'ARENA CONCERTO MUSICALE SENZA SOMMINISTRAZIONE.,11/05/2024,21:00,11/05/2024,23:30,2024,LC,097036,GALBIATE,PIAZZA,GIOVANNI PAOLO II,23851,23851,N,,VIVI SALA APS,https://www.procedimenti.servizirl.it/sagre/public/programma/18174,SI,9.37392575,45.78687434,POINT (9.37392575 45.78687434)
18426,"SKYMARATHON, LA MARATONA DEL CIELO",Sagra,27.0,Gara di Skyrunning,06/07/2024,07:00,07/07/2024,18:00,2024,BS,017063,CORTENO GOLGI,LOCALITA',COMUNE DI CORTENO GOLGI,NN,25040,S,WWW.CORTENOGOLGI.IT,COMITATO SKYMARATHON,https://www.procedimenti.servizirl.it/sagre/public/programma/18426,NO,10.22914435,46.14164643,POINT (10.22914435 46.14164643)
17821,ROGO DELLA VECCHIA,Sagra,1,ROGO DELLA VECCHIA,07/03/2024,19:09,07/03/2024,23:59,2024,BS,017096,LUMEZZANE,VIA,M. DÌ'AZEGLIO  61,25065,25065,S,,ZANIBONI FRANCESCO,https://www.procedimenti.servizirl.it/sagre/public/programma/17821,NO,10.2725358,45.64450949,POINT (10.2725358 45.64450949)
20529,SAGRA PUGLIESE,Sagra,1,,20/07/2024,18:00,20/07/2024,23:59,2024,BG,016101,FONTANELLA,VIA,GARIBALDI SNC,24056,24056,S,,PARROCCHIA SAN CASSIANO,https://www.procedimenti.servizirl.it/sagre/public/programma/20529,SI,9.80601184,45.45076837,POINT (9.80601184 45.45076837)
19642,TORTELLATA,Sagra,1,,16/11/2024,19:00,16/11/2024,23:30,2024,CR,019109,TRESCORE CREMASCO,PIAZZA,DELLA CHIESA,1,26017,S,,GIPPONI FRANCESCO,https://www.procedimenti.servizirl.it/sagre/public/programma/19642,SI,9.62314604,45.40273518,POINT (9.62314604 45.40273518)
17932,MERCATINO DELL'ARTIGIANATO,Fiera,2024,ESPOSIZIONE PRODOTTI ARTIGIANALI E OPERE DELL'INGEGNO CREATIVO,13/08/2024,09:00,13/08/2024,20:00,2024,BS,017198,VEZZA D'OGLIO,PIAZZA,IV LUGLIO 1866,25059,25059,N,,COMUNE DI VEZZA D'OGLIO,https://www.procedimenti.servizirl.it/sagre/public/programma/17932,NO,10.39755981,46.24035991,POINT (10.39755981 46.24035991)
19865,FESTA DI HALLOWEEN,Sagra,N.D,Serata in allegria per festeggiare Halloween con apericena e spettacolo,31/10/2024,19:00,31/10/2024,23:59,2024,BG,016124,LEFFE,VIA,LOCATELLI,27/29,24026,S,,LEFFEGIOVANI,https://www.procedimenti.servizirl.it/sagre/public/programma/19865,NO,9.88553499,45.79926176,POINT (9.88553499 45.79926176)
17591,FIABE NELLA ROCCA,Sagra,0,ANIMAZIONE IN COSTUME A TEMA - GIOCHI E ATTVITÀ PER LE FAMIGLIE - DATA DA DEFINIRE,01/10/2024,10:00,31/10/2024,23:59,2024,BS,017092,LONATO DEL GARDA,VIA,ROCCA,0,25017,N,www.fondazioneugodacomo.it,FONDAZIONE UGO DA COMO,https://www.procedimenti.servizirl.it/sagre/public/programma/17591,NO,10.48580415,45.46132909,POINT (10.48580415 45.46132909)
18254,PESCIOLINI FRITTI PER L'ORATORIO,Sagra,0,,08/09/2024,00:00,08/09/2024,23:59,2024,BS,017085,ISEO,LUNGOLAGO,CARLO CAPPONI,25040,25040,S,,PARROCCHIA DI CRISTO RE DI CLUSANE,https://www.procedimenti.servizirl.it/sagre/public/programma/18254,SI,10.03999065,45.66065367,POINT (10.03999065 45.66065367)
19612,FESTA LEGA CARONNO VARESINO,Sagra,2024,DATE ALTERNATIVE A 19-20-21/07/2024,12/07/2024,18:00,12/07/2024,23:59,2024,VA,012035,CARONNO VARESINO,VIA,MACCHI,21040,21040,S,,LEGA SALVINI PREMIER,https://www.procedimenti.servizirl.it/sagre/public/programma/19612,SI,8.82595197,45.74069999,POINT (8.82595197 45.74069999)
17877,SAGRA DI MONTEMADERNO,Sagra,2024,,23/08/2024,18:30,25/08/2024,23:59,2024,BS,017187,TOSCOLANO MADERNO,PIAZZALE,ZONA SAGRA,,25088,S,,ASSOCIAZIONE MONTEMADERNO,https://www.procedimenti.servizirl.it/sagre/public/programma/17877,NO,10.60570154,45.6545753,POINT (10.60570154 45.6545753)
19252,STRAKOLOR,Sagra,7,"Camminata non competitiva con musica, giochi e divertimento per tutte le età. Al termine del percorso servizio ristoro e musica aperti a tutti.",20/07/2024,15:00,20/07/2024,23:59,2024,SO,014060,SONDALO,VIA,GIUSEPPE VERDI,23035,23035,S,,ASSOCIAZIONE PRO LOCO SONDALO,https://www.procedimenti.servizirl.it/sagre/public/programma/19252,SI,10.3303567,46.33080843,POINT (10.3303567 46.33080843)
19430,UNA GIORNATA PER ALEX,Sagra,/,,07/09/2024,00:00,07/09/2024,23:59,2024,BS,017006,ANGOLO TERME,ZONA,PIAZZA GIOVANNI XXIII,25040,25040,S,,BERTOLI BRUNO,https://www.procedimenti.servizirl.it/sagre/public/programma/19430,NO,10.1348663,45.90390459,POINT (10.1348663 45.90390459)
19999,CASTAGNATA,Sagra,36,"Festa popolare con degustazione di castagne , polenta taragna e musica dal vivo",20/10/2024,12:00,20/10/2024,16:59,2024,SO,014003,ANDALO VALTELLINO,VIA,"VANONI C/O CENTRO SPORTIVO ""CAMILLO DE ROSSI""",1,23009,S,,Marenzi Fulvio,https://www.procedimenti.servizirl.it/sagre/public/programma/19999,NO,9.47230983,46.13666175,POINT (9.47230983 46.13666175)
18626,LUPPOLO IN ROCK 2024,Sagra,0,Festival con esibizione gruppi Heavy Metal e somministrazione alimenti e bevande.,19/07/2024,00:00,21/07/2024,23:59,2024,CR,019036,CREMONA,PARCO,COLONIE PADANE,26100,26100,S,,ASSOCIAZIONE LUPPOLO IN ROCK,https://www.procedimenti.servizirl.it/sagre/public/programma/18626,SI,10.02604335,45.1439181,POINT (10.02604335 45.1439181)
19937,MARCIA DEL NARCISO,Fiera,5,TRADIZIONALE CAMMINATA NEI BOSCHI E PRATI DEL TERRITORIO DI BELLAGIO IN LOCALITA' CIVENNA.,21/07/2024,08:00,21/07/2024,13:00,2024,CO,013250,BELLAGIO,LOCALITA',CIVENNA,,22021,N,,PROLOCO CIVENNA,https://www.procedimenti.servizirl.it/sagre/public/programma/19937,SI,9.27047047,45.9458359,POINT (9.27047047 45.9458359)
19600,BELLAGIO SUMMER NIGHTS,Sagra,13,"SERATA ENOGASTRONOMICA IN CUI VERRANNO CUCINATI E VENDUTI PIATTI DELLA TRADIZIONE LOCALE : POLENTA E SALAMELLE, HAMBURGHER, COSTINE, ED ALTRO....LA SERATA SARA'  ACCOMPAGNATA DA INTRATTENIMENTO MUSICALE E BALLO.SI SVOLGERA' NELLA PIAZZA DI SAN GIOVANNI SITUATA IN PROSSIMITA' DEL LAGO PER CUI, OLTRE ALL'ECCELLENTE CIBO, SI POTRA' APPREZZARE IL TRAMONTO ED IL SUGGESTIVO ACCENDERSI DELLE LUCI SULLE RIVE DEL LAGO MAN MANO CHE LA SEREA AVANZA.",20/07/2024,19:00,20/07/2024,00:00,2024,CO,013250,BELLAGIO,PIAZZA,SAN GIOVANNI BATTISTA,,22021,S,,PROLOCO BELLAGIO,https://www.procedimenti.servizirl.it/sagre/public/programma/19600,SI,9.24505997,45.97494929,POINT (9.24505997 45.97494929)
18184,VIVI SALA D'ESTATE 2022 - SALA SUMMER FEST,Sagra,4,PRESSO L'ARENA DANZA IN PIAZZA SENZA SOMMINISTRAZIONE.,07/06/2024,19:00,07/06/2024,23:45,2024,LC,097036,GALBIATE,VIA,MONTE OLIVETO,23851,23851,N,,VIVI SALA APS,https://www.procedimenti.servizirl.it/sagre/public/programma/18184,SI,9.35769154,45.82643953,POINT (9.35769154 45.82643953)
19460,PRO LOCO IN FESTA,Sagra,1,,21/06/2024,12:00,21/06/2024,23:59,2024,VA,012047,CASTRONNO,VIA,PIAVE,21040,21040,S,,PRO LOCO CASTRONNO,https://www.procedimenti.servizirl.it/sagre/public/programma/19460,SI,8.80781904,45.74550673,POINT (8.80781904 45.74550673)
19039,SAGRA DELLA MADONNA DELLA TERZA DI OTTOBR,Sagra,10,INTRATTENIMENTI MUSICALI - ESPOSIZIONE HOBBISTI- SOMMINISTRAZIONE ALIMENTI E BEVANDE,19/10/2024,13:00,20/10/2024,20:00,2024,BS,017004,ALFIANELLO,PIAZZA,PAVONI,25020,25020,S,,ASSOCIAZIONE DI PROMOZIONE SOCIALE CULTURALE LIBER,https://www.procedimenti.servizirl.it/sagre/public/programma/19039,SI,10.1514038,45.24508947,POINT (10.1514038 45.24508947)
19760,FIERA DELL'ANTICO SETTEMBRE,Fiera,18,Vendita di antiquariato e modernariato,08/09/2024,08:00,08/09/2024,18:00,2024,BG,016198,SERIATE,GALLERIA,ITALIA,SNC,24068,N,www.asav.it,ASSOCIAZIONE ARTI VISIVE,https://www.procedimenti.servizirl.it/sagre/public/programma/19760,SI,9.72952895,45.67739489,POINT (9.72952895 45.67739489)
19796,PASSEGGIATE NATALIZIE,Sagra,4,"Passeggiate Natalizie nel centro di Bornato, mercatino di hobbisti e artigiani con eventi culturali di associazioni del territorio",07/12/2024,14:30,07/12/2024,21:00,2024,BS,017046,CAZZAGO SAN MARTINO,PIAZZA,DON PIERO VERZELETTI - BORNATO,,25046,S,,Comitato Spontaneo Valorizzazione Territoriale Bornato e Proloco comunale di Cazzago San Martino,https://www.procedimenti.servizirl.it/sagre/public/programma/19796,SI,10.03234765,45.5821378,POINT (10.03234765 45.5821378)
19427,SONICA FESTIVAL,Sagra,20,MANIFESTAZIONE MUSICALE CON SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,29/08/2024,19:00,31/08/2024,23:59,2024,LC,097046,MANDELLO DEL LARIO,PIAZZA,MERCATO,SNC,23826,S,,ASSOCIAZIONE SONICA,https://www.procedimenti.servizirl.it/sagre/public/programma/19427,NO,9.34456575,45.93777827,POINT (9.34456575 45.93777827)
19186,PANZEROTTO AL PARCO,Sagra,9,sagra del panzerotto con esposizione materiale artistico / manufatti della comunità Anffas di Maddalena,20/06/2024,18:00,23/06/2024,23:59,2024,VA,012123,SOMMA LOMBARDO,PARCO,CADUTI DI NASSIRYA,,21019,S,,ASSOCIAZIONE OMBRE ROSSE,https://www.procedimenti.servizirl.it/sagre/public/programma/19186,SI,8.6851078,45.67170556,POINT (8.6851078 45.67170556)
20356,FESTA DELLA MADONNA DI DIO 'L SA,Sagra,19,,08/09/2024,19:00,15/09/2024,23:59,2024,MI,015168,PARABIAGO,VIA,G. CESARE,20015,20015,S,,PARROCCHIA MARIA MADRE DELLA CHIESA - NERVIANO,https://www.procedimenti.servizirl.it/sagre/public/programma/20356,NO,8.95980668,45.55230364,POINT (8.95980668 45.55230364)
18477,SERATADANZANTEDISANTANNA,Sagra,40,Serata danzante di Sant'Aanna,13/07/2024,18:00,14/07/2024,02:00,2024,SO,014072,VALDISOTTO,FRAZIONE,PIATTA,23030,23030,S,,Colturi Mattia,https://www.procedimenti.servizirl.it/sagre/public/programma/18477,SI,10.3500597,46.42336684,POINT (10.3500597 46.42336684)
20174,SAGRA DEL PESCE FRITTO,Sagra,11,SAGRA DEL PESCE FRITTO finalizzata alla raccolta fondi per borse di studio e per promuovere la donazione di sangue.,05/07/2024,18:00,07/07/2024,23:59,2024,BG,016193,SARNICO,PIAZZA,VENTI SETTEMBRE,24067,24067,S,,AVIS DONATORI SANGUE DI SARNICO,https://www.procedimenti.servizirl.it/sagre/public/programma/20174,NO,9.95680231,45.66670449,POINT (9.95680231 45.66670449)
19862,LEFFEESTATE 2024,Sagra,N.D,"serate estive da trascorrere in allegria, con esibizione di gruppi musicali, spettacoli teatrali. Durante le quattro serate possibilità di poter cenare all'aperto.",18/07/2024,19:00,21/07/2024,01:00,2024,BG,016124,LEFFE,VIA,PAPA GIOVANNI/PIAZZA LIBERTA',,24026,S,www.leffegiovani.org,ASSOCIAZIONE LEFFEGIOVANI,https://www.procedimenti.servizirl.it/sagre/public/programma/19862,NO,9.8820712,45.79022234,POINT (9.8820712 45.79022234)
18462,CONCERTO E PRANZO CON PRODOTTI TIPICI,Sagra,1,CONCERTO AL CASTELLO DI BELLAGUARDA E PRANZO CON PRODOTTI TIPICI,28/04/2024,11:00,28/04/2024,18:00,2024,SO,014068,TOVO DI SANT'AGATA,ZONA,CASTELLO DI BELLAGUARDA,,23030,S,,COMUNE DI TOVO DI SANT'AGTA,https://www.procedimenti.servizirl.it/sagre/public/programma/18462,NO,10.2636163,46.23050369,POINT (10.2636163 46.23050369)
17904,FESTA FORZE ARMATE-41° CASTAGNATA ALPINA,Sagra,42,distribuzione castagne,31/10/2024,17:00,03/11/2024,23:00,2024,BS,017088,LENO,PIAZZA,C.BATTISTI,25024,25024,S,,GRUPPO ALPINI LENO,https://www.procedimenti.servizirl.it/sagre/public/programma/17904,SI,10.21996133,45.36712975,POINT (10.21996133 45.36712975)
18904,DOLCE ARTE,Sagra,0,,12/10/2024,00:00,13/10/2024,23:59,2024,MB,108050,VIMERCATE,PIAZZA,"ROMA, S. STEFANO",,20871,S,,La Presentosa,https://www.procedimenti.servizirl.it/sagre/public/programma/18904,SI,9.3658136,45.61054081,POINT (9.3658136 45.61054081)
20349,FESTA SICILIANA A VUCCIRIA SICILIA STREET FOOD,Sagra,1,,23/02/2024,10:00,25/02/2024,23:59,2024,PV,018102,MORTARA,PIAZZA,VITTORIO EMANUELE II,,27036,S,,A.P.S. Sicilia Promotion,https://www.procedimenti.servizirl.it/sagre/public/programma/20349,NO,8.73446694,45.2520296,POINT (8.73446694 45.2520296)
18425,TRIBUTE BAND FESTIVAL,Sagra,13.0,musica e degustazione di prodotti tipici,21/06/2024,07:00,23/06/2024,01:00,2024,BS,017063,CORTENO GOLGI,LOCALITA',FRAZIONE SANTICOLO DI CORTNEO GOLGI,NN,25040,S,WWW.CORTENOGOLGI.IT,CAI SANTICOLO,https://www.procedimenti.servizirl.it/sagre/public/programma/18425,NO,10.22914435,46.14164643,POINT (10.22914435 46.14164643)
